,verb,stemlem,pos1,my_subj,my_valence,strength
1011,recant,recant,verb,2,-1.0,0.0
1012,reclaim,reclaim,verb,1,1.0,0.0
1013,recognizable,recogniz,anypos,1,0.0,0.0
1014,recoil,recoil,verb,2,-1.0,0.0
1015,recommend,recommend,verb,2,1.0,0.0
1016,recompense,recompens,verb,1,1.0,1.0
1017,reconcile,reconcil,verb,1,1.0,0.0
1018,recover,recov,verb,1,1.0,0.0
1019,rectify,rectifi,verb,2,1.0,0.0
1020,redeem,redeem,verb,2,1.0,0.0
1021,reestablish,reestablish,verb,1,1.0,0.0
1022,refine,refin,verb,1,1.0,0.0
1023,reform,reform,verb,1,1.0,1.0
1024,refresh,refresh,verb,1,1.0,0.0
1025,refuse,refus,verb,2,-1.0,0.0
1026,refute,refut,verb,2,-1.0,0.0
1027,regard,regard,verb,2,0.0,1.0
1028,regress,regress,verb,1,-1.0,0.0
1029,regret,regret,verb,2,-1.0,0.0
1030,regretful,regret,anypos,2,-1.0,0.0
1031,regrettable,regrett,anypos,2,-1.0,0.0
1032,rehabilitate,rehabilit,verb,1,1.0,0.0
1033,reinforce,reinforc,verb,1,1.0,1.0
1034,reiterate,reiter,verb,1,0.0,0.0
1035,reject,reject,verb,2,-1.0,0.0
1036,rejoice,rejoic,verb,2,1.0,0.0
1037,rejoicing,rejoic,anypos,2,1.0,0.0
1038,relapse,relaps,verb,1,-1.0,0.0
1039,relax,relax,verb,1,1.0,0.0
1040,relentless,relentless,anypos,2,-1.0,1.0
1041,relieve,reliev,verb,1,1.0,0.0
1042,relish,relish,verb,2,1.0,0.0
1043,remarkable,remark,anypos,2,1.0,1.0
1044,remarkably,remark,anypos,2,1.0,1.0
1045,remorse,remors,anypos,2,-1.0,0.0
1046,remorseful,remors,anypos,2,-1.0,0.0
1047,renovate,renov,verb,1,1.0,1.0
1048,renounce,renounc,verb,2,-1.0,0.0
1049,repair,repair,verb,1,1.0,0.0
1050,repay,repay,verb,2,1.0,0.0
1051,repel,repel,verb,1,-1.0,0.0
1052,repent,repent,verb,2,1.0,0.0
1053,reprehensible,reprehens,anypos,2,-1.0,0.0
1054,repress,repress,verb,1,-1.0,0.0
1055,reprimand,reprimand,verb,2,-1.0,0.0
1056,reproach,reproach,verb,2,-1.0,0.0
1057,repulsive,repuls,anypos,2,-1.0,0.0
1058,rescue,rescu,verb,1,1.0,1.0
1059,resent,resent,verb,2,-1.0,0.0
1060,resolve,resolv,verb,1,1.0,1.0
1061,respect,respect,verb,1,1.0,1.0
1062,respectful,respect,anypos,2,1.0,1.0
1063,restore,restor,verb,1,1.0,0.0
1064,restrict,restrict,verb,1,-1.0,0.0
1065,retaliate,retali,verb,1,-1.0,0.0
1066,retard,retard,verb,1,-1.0,0.0
1067,retire,retir,verb,1,-1.0,0.0
1068,retract,retract,verb,1,-1.0,0.0
1069,retreat,retreat,verb,1,-1.0,0.0
1070,reunite,reunit,verb,1,1.0,0.0
1071,reveal,reveal,anypos,1,0.0,0.0
1072,revel,revel,verb,2,1.0,0.0
1073,revenge,reveng,verb,2,-1.0,0.0
1074,revere,rever,verb,2,1.0,0.0
1075,revert,revert,verb,1,-1.0,0.0
1076,revive,reviv,verb,1,1.0,1.0
1077,revoke,revok,verb,1,-1.0,1.0
1078,revolt,revolt,verb,1,-1.0,0.0
1079,revolting,revolt,anypos,2,-1.0,0.0
1080,reward,reward,verb,2,1.0,1.0
1081,rewarding,reward,anypos,2,1.0,1.0
1082,rid,rid,verb,2,-1.0,0.0
1083,ridicule,ridicul,verb,2,-1.0,0.0
1084,ridiculous,ridicul,anypos,2,-1.0,0.0
1085,right,right,verb,2,1.0,1.0
1086,rightly,right,anypos,2,1.0,1.0
1087,rival,rival,verb,1,-1.0,0.0
1088,romantic,romant,anypos,2,1.0,0.0
1089,rot,rot,verb,1,-1.0,0.0
1090,rue,rue,verb,2,-1.0,0.0
1091,ruffle,ruffl,verb,1,-1.0,0.0
1092,ruin,ruin,verb,1,-1.0,0.0
1093,runaway,runaway,verb,2,-1.0,0.0
1094,rupture,ruptur,verb,1,-1.0,0.0
1095,sabotage,sabotag,verb,2,-1.0,0.0
1096,sad,sad,anypos,2,-1.0,0.0
1097,sadly,sad,anypos,2,-1.0,0.0
1098,safeguard,safeguard,verb,2,1.0,0.0
1099,sag,sag,verb,1,-1.0,0.0
1100,salute,salut,verb,2,1.0,0.0
1101,sanctify,sanctifi,verb,2,1.0,1.0
1102,sanction,sanction,verb,2,1.0,0.0
1103,sap,sap,verb,2,-1.0,0.0
1104,satisfy,satisfi,verb,1,1.0,1.0
1105,savage,savag,verb,2,-1.0,0.0
1106,savor,savor,verb,1,1.0,0.0
1107,scandalous,scandal,anypos,2,-1.0,0.0
1108,scar,scar,verb,2,-1.0,0.0
1109,scarcely,scarc,anypos,2,-1.0,0.0
1110,scare,scare,verb,2,-1.0,0.0
1111,scary,scari,anypos,2,-1.0,0.0
1112,scheme,scheme,verb,1,-1.0,0.0
1113,scoff,scoff,verb,2,-1.0,0.0
1114,scold,scold,verb,2,-1.0,0.0
1115,scorching,scorch,anypos,2,-1.0,0.0
1116,scorn,scorn,verb,2,-1.0,0.0
1117,scornful,scorn,anypos,2,-1.0,0.0
1118,scowl,scowl,verb,2,-1.0,0.0
1119,scream,scream,verb,2,-1.0,0.0
1120,screech,screech,verb,2,-1.0,0.0
1121,screw,screw,verb,1,-1.0,0.0
1122,scrutinize,scrutin,verb,2,0.0,0.0
1123,seem,seem,anypos,1,0.0,0.0
1124,seemingly,seem,anypos,2,0.0,0.0
1125,selfish,selfish,anypos,2,-1.0,0.0
1126,sensational,sensat,anypos,2,1.0,1.0
1127,sense,sens,verb,1,1.0,0.0
1128,sensible,sensibl,anypos,2,1.0,0.0
1129,sensibly,sensibl,anypos,2,1.0,0.0
1130,sentimentality,sentiment,anypos,2,1.0,0.0
1131,serious,serious,anypos,2,-1.0,0.0
1132,severe,sever,anypos,2,-1.0,0.0
1133,severely,sever,anypos,2,-1.0,0.0
1134,shadow,shadow,verb,2,-1.0,0.0
1135,shake,shake,verb,1,-1.0,0.0
1136,shame,shame,verb,2,-1.0,0.0
1137,shatter,shatter,verb,2,-1.0,0.0
1138,shelter,shelter,verb,1,1.0,0.0
1139,shield,shield,verb,1,1.0,0.0
1140,shimmer,shimmer,anypos,2,1.0,0.0
1141,shimmering,shimmer,anypos,2,1.0,1.0
1142,shine,shine,anypos,1,1.0,1.0
1143,shine,shine,verb,weaksubj_eb,1.0,1.0
1144,shiny,shini,anypos,2,1.0,1.0
1145,shiver,shiver,verb,2,-1.0,0.0
1146,shock,shock,verb,2,-1.0,0.0
1147,shockingly,shock,anypos,2,-1.0,1.0
1148,show,show,anypos,1,0.0,1.0
1149,shred,shre,verb,1,-1.0,0.0
1150,shriek,shriek,verb,2,-1.0,0.0
1151,shrivel,shrivel,verb,2,-1.0,0.0
1152,shroud,shroud,verb,2,-1.0,0.0
1153,shrug,shrug,verb,1,-1.0,0.0
1154,shun,shun,verb,2,-1.0,0.0
1155,sicken,sicken,verb,1,-1.0,0.0
1156,sickening,sicken,anypos,2,-1.0,0.0
1157,signify,signifi,verb,1,1.0,0.0
1158,silly,silli,anypos,2,-1.0,0.0
1159,simmer,simmer,verb,2,-1.0,0.0
1160,simplify,simplifi,verb,1,1.0,0.0
1161,simply,simpli,anypos,1,0.0,0.0
1162,skittish,skittish,anypos,2,-1.0,0.0
1163,slander,slander,verb,2,-1.0,0.0
1164,slap,slap,verb,2,-1.0,0.0
1165,slaughter,slaughter,verb,1,-1.0,0.0
1166,slight,slight,verb,1,-1.0,0.0
1167,smart,smart,verb,2,1.0,1.0
1168,smash,smash,verb,1,-1.0,0.0
1169,smear,smear,verb,1,-1.0,0.0
1170,smelling,smell,anypos,1,-1.0,0.0
1171,smile,smile,verb,2,1.0,0.0
1172,smitten,smite,verb,2,1.0,0.0
1173,smother,smother,verb,2,-1.0,0.0
1174,snarl,snarl,verb,1,-1.0,0.0
1175,snatch,snatch,verb,1,-1.0,0.0
1176,sneak,sneak,verb,1,-1.0,0.0
1177,sneer,sneer,verb,2,-1.0,0.0
1178,snub,snub,verb,2,-1.0,0.0
1179,sob,sob,verb,2,-1.0,0.0
1180,sober,sober,verb,1,-1.0,0.0
1181,soften,soften,verb,2,1.0,0.0
1182,solace,solac,verb,2,1.0,0.0
1183,soothe,sooth,verb,2,1.0,0.0
1184,sorely,sore,anypos,2,-1.0,0.0
1185,sorrow,sorrow,verb,1,-1.0,0.0
1186,sorrowful,sorrow,anypos,2,-1.0,0.0
1187,sounding,sound,anypos,1,-1.0,0.0
1188,spank,spank,verb,2,-1.0,0.0
1189,spare,spare,verb,1,1.0,0.0
1190,sparkle,sparkl,anypos,2,1.0,0.0
1191,speculate,specul,verb,1,0.0,0.0
1192,spellbound,spellbound,verb,2,1.0,0.0
1193,split,split,verb,1,-1.0,0.0
1194,spoil,spoil,verb,2,-1.0,0.0
1195,spook,spook,verb,2,-1.0,0.0
1196,spooky,spooki,anypos,2,-1.0,0.0
1197,spur,spur,verb,2,1.0,0.0
1198,squabble,squabbl,verb,2,-1.0,0.0
1199,squander,squander,verb,2,-1.0,0.0
1200,squash,squash,verb,2,-1.0,0.0
1201,squirm,squirm,verb,2,-1.0,0.0
1202,stab,stab,verb,1,-1.0,0.0
1203,stabilize,stabil,verb,1,1.0,1.0
1204,stagger,stagger,verb,1,-1.0,0.0
1205,stain,stain,verb,1,-1.0,0.0
1206,stand,stand,verb,1,1.0,0.0
1207,startle,startl,verb,2,-1.0,0.0
1208,startling,startl,anypos,2,-1.0,1.0
1209,starve,starv,verb,1,-1.0,0.0
1210,steal,steal,verb,1,-1.0,0.0
1211,stench,stench,anypos,2,-1.0,0.0
1212,stew,stew,verb,2,-1.0,0.0
1213,stifle,stifl,verb,2,-1.0,0.0
1214,stifling,stifl,anypos,2,-1.0,0.0
1215,stigma,stigma,verb,2,-1.0,0.0
1216,stimulate,stimul,verb,1,1.0,1.0
1217,stimulating,stimul,anypos,2,1.0,1.0
1218,sting,ste,verb,1,-1.0,0.0
1219,stink,stink,verb,2,-1.0,0.0
1220,stinking,stink,anypos,2,-1.0,0.0
1221,stir,stir,verb,1,0.0,0.0
1222,stole,steal,verb,1,-1.0,0.0
1223,stolen,steal,verb,1,-1.0,0.0
1224,stooge,stoog,anypos,2,-1.0,0.0
1225,storm,storm,verb,1,-1.0,0.0
1226,strain,strain,verb,1,-1.0,0.0
1227,strange,strang,anypos,2,-1.0,0.0
1228,stranger,stranger,anypos,2,-1.0,0.0
1229,strangle,strangl,verb,1,-1.0,0.0
1230,stress,stress,verb,2,-1.0,0.0
1231,strike,strike,verb,1,-1.0,0.0
1232,strikingly,strike,anypos,2,1.0,1.0
1233,strut,strut,verb,2,-1.0,0.0
1234,stumble,stumbl,anypos,1,-1.0,0.0
1235,stump,stump,verb,1,-1.0,0.0
1236,stun,stun,verb,1,-1.0,0.0
1237,stupefy,stupefi,verb,1,0.0,0.0
1238,stupid,stupid,anypos,2,-1.0,0.0
1239,subjected,subject,anypos,1,-1.0,0.0
1240,subscribe,subscrib,verb,1,1.0,0.0
1241,subside,subsid,verb,1,-1.0,0.0
1242,subtract,subtract,verb,1,-1.0,0.0
1243,subvert,subvert,verb,1,-1.0,0.0
1244,succeed,succeed,verb,1,1.0,1.0
1245,succumb,succumb,verb,2,-1.0,0.0
1246,suffer,suffer,verb,1,-1.0,0.0
1247,suffice,suffic,verb,1,1.0,0.0
1248,suffocate,suffoc,verb,2,-1.0,0.0
1249,suggest,suggest,anypos,1,1.0,0.0
1250,suit,suit,verb,1,1.0,0.0
1251,sulk,sulk,verb,2,-1.0,0.0
1252,sully,sulli,verb,2,-1.0,0.0
1253,super,super,anypos,2,1.0,1.0
1254,superb,superb,anypos,2,1.0,1.0
1255,support,support,verb,1,1.0,1.0
1256,suppose,suppos,verb,2,0.0,0.0
1257,supposed,suppos,anypos,1,-1.0,0.0
1258,supposing,suppos,anypos,2,0.0,0.0
1259,suppress,suppress,verb,1,-1.0,0.0
1260,sure,sure,anypos,2,1.0,1.0
1261,surmise,surmis,verb,2,1.0,0.0
1262,surprise,surpris,verb,2,0.0,0.0
1263,surprising,surpris,anypos,2,0.0,0.0
1264,surprisingly,surpris,anypos,2,0.0,1.0
1265,survive,surviv,verb,1,1.0,1.0
1266,suspicious,suspici,anypos,2,-1.0,0.0
1267,suspicious,suspici,anypos,2,-1.0,0.0
1268,swagger,swagger,verb,2,-1.0,0.0
1269,swamped,swamp,anypos,2,-1.0,0.0
1270,swear,swear,verb,2,-1.0,0.0
1271,sweeten,sweeten,verb,1,1.0,0.0
1272,swindle,swindl,verb,2,-1.0,0.0
1273,swoon,swoon,verb,1,-1.0,0.0
1274,sympathize,sympath,verb,2,-1.0,0.0
1275,taint,taint,verb,2,-1.0,0.0
1276,tamper,tamper,verb,1,-1.0,0.0
1277,tantalizing,tantal,anypos,2,1.0,0.0
1278,tantamount,tantamount,anypos,2,0.0,0.0
1279,tarnish,tarnish,verb,1,-1.0,0.0
1280,taste,tast,verb,1,0.0,0.0
1281,taunt,taunt,verb,2,-1.0,0.0
1282,tease,teas,verb,1,-1.0,0.0
1283,temper,temper,verb,1,-1.0,1.0
1284,tempt,tempt,verb,2,1.0,0.0
1285,tempting,tempt,anypos,2,1.0,0.0
1286,terrible,terribl,anypos,2,-1.0,0.0
1287,terribly,terribl,anypos,2,-1.0,0.0
1288,terrific,terrif,anypos,2,1.0,1.0
1289,terrify,terrifi,verb,2,1.0,0.0
1290,terrifying,terrifi,anypos,2,1.0,0.0
1291,terrorize,terror,verb,2,-1.0,0.0
1292,thank,thank,verb,2,1.0,0.0
1293,thankful,thank,anypos,2,1.0,1.0
1294,thankless,thankless,anypos,2,-1.0,0.0
1295,think,think,verb,2,0.0,0.0
1296,thirst,thirst,verb,2,-1.0,0.0
1297,thrash,thrash,verb,1,-1.0,0.0
1298,threaten,threaten,verb,1,-1.0,0.0
1299,thrill,thrill,verb,2,1.0,1.0
1300,thrilling,thrill,anypos,2,1.0,1.0
1301,thrive,thrive,verb,1,1.0,1.0
1302,throttle,throttl,verb,2,-1.0,1.0
1303,throw,throw,verb,1,-1.0,0.0
1304,thumb,thumb,verb,1,-1.0,0.0
1305,thwart,thwart,verb,2,-1.0,0.0
1306,tickle,tickl,verb,1,1.0,0.0
1307,tingle,tingl,verb,2,1.0,0.0
1308,tint,tint,verb,2,0.0,0.0
1309,tire,tire,verb,1,-1.0,0.0
1310,toast,toast,verb,2,1.0,0.0
1311,toil,toil,verb,2,-1.0,0.0
1312,tolerate,toler,verb,1,1.0,0.0
1313,topple,toppl,verb,1,-1.0,0.0
1314,torment,torment,verb,2,-1.0,0.0
1315,torrid,torrid,anypos,2,1.0,0.0
1316,torture,tortur,verb,1,-1.0,0.0
1317,touch,touch,verb,1,0.0,0.0
1318,trample,trampl,verb,2,-1.0,0.0
1319,transport,transport,verb,1,0.0,0.0
1320,traumatic,traumat,anypos,2,-1.0,0.0
1321,travesty,travesti,verb,2,-1.0,0.0
1322,treasure,treasur,verb,2,1.0,1.0
1323,tremendous,tremend,anypos,2,1.0,1.0
1324,tremendously,tremend,anypos,2,1.0,0.0
1325,triumph,triumph,verb,2,1.0,1.0
1326,triumphant,triumphant,verb,2,1.0,1.0
1327,trouble,troubl,anypos,2,-1.0,0.0
1328,trouble,troubl,verb,1,-1.0,0.0
1329,troublesome,troublesom,anypos,2,-1.0,0.0
1330,true,true,anypos,2,1.0,1.0
1331,trump,trump,verb,2,1.0,1.0
1332,trumpet,trumpet,verb,2,1.0,0.0
1333,trust,trust,verb,1,1.0,1.0
1334,trusting,trust,anypos,2,1.0,1.0
1335,truth,truth,anypos,2,1.0,0.0
1336,try,tri,verb,1,-1.0,0.0
1337,twist,twist,verb,2,-1.0,0.0
1338,ultimate,ultim,anypos,2,1.0,0.0
1339,ultimately,ultim,anypos,2,1.0,0.0
1340,unbelievable,unbeliev,anypos,2,-1.0,1.0
1341,uncommonly,uncommon,anypos,2,1.0,1.0
1342,underestimate,underestim,verb,2,-1.0,0.0
1343,undermine,undermin,verb,2,-1.0,0.0
1344,understand,understand,verb,2,1.0,0.0
1345,understood,understand,verb,2,1.0,0.0
1346,undo,undo,verb,1,-1.0,0.0
1347,unequal,unequ,anypos,2,-1.0,0.0
1348,unequivocal,unequivoc,anypos,2,1.0,0.0
1349,unequivocal,unequivoc,anypos,2,1.0,0.0
1350,unequivocally,unequivoc,anypos,2,1.0,0.0
1351,unexpectedly,unexpect,anypos,2,-1.0,0.0
1352,unfamiliar,unfamiliar,anypos,1,-1.0,0.0
1353,unfavorable,unfavor,anypos,2,-1.0,0.0
1354,unfortunate,unfortun,anypos,2,-1.0,0.0
1355,unfortunately,unfortun,anypos,2,-1.0,0.0
1356,unleash,unleash,verb,2,-1.0,0.0
1357,unlikely,unlik,anypos,1,-1.0,0.0
1358,unnatural,unnatur,anypos,1,-1.0,0.0
1359,unprecedented,unpreced,anypos,2,-1.0,0.0
1360,unquestionable,unquestion,anypos,2,1.0,1.0
1361,unquestionably,unquestion,anypos,2,1.0,1.0
1362,unreasonable,unreason,anypos,1,-1.0,0.0
1363,unrelenting,unrel,anypos,2,-1.0,1.0
1364,untrue,untru,anypos,2,-1.0,0.0
1365,unusual,unusu,anypos,1,-1.0,0.0
1366,unusually,unusu,anypos,2,-1.0,0.0
1367,unwelcome,unwelcom,anypos,2,-1.0,0.0
1368,upgrade,upgrad,verb,1,1.0,0.0
1369,uphold,uphold,verb,2,1.0,0.0
1370,uplift,uplift,verb,1,1.0,1.0
1371,uplifting,uplift,anypos,2,1.0,0.0
1372,upset,upset,verb,1,-1.0,0.0
1373,urge,urg,verb,2,1.0,0.0
1374,usurp,usurp,verb,2,-1.0,0.0
1375,utterly,utter,anypos,2,-1.0,0.0
1376,valuable,valuabl,anypos,2,1.0,1.0
1377,value,valu,verb,1,1.0,1.0
1378,vanish,vanish,verb,1,-1.0,0.0
1379,vanquish,vanquish,verb,2,1.0,1.0
1380,vehement,vehement,anypos,2,-1.0,0.0
1381,vengeful,veng,anypos,2,-1.0,0.0
1382,vie,vie,verb,2,-1.0,0.0
1383,view,view,verb,2,0.0,0.0
1384,villainous,villain,anypos,2,-1.0,0.0
1385,vindicate,vindic,verb,2,1.0,1.0
1386,vindictive,vindict,anypos,2,-1.0,0.0
1387,violate,violat,verb,2,-1.0,0.0
1388,vomit,vomit,verb,1,-1.0,0.0
1389,vouch,vouch,verb,2,1.0,1.0
1390,vow,vow,verb,2,1.0,0.0
1391,wail,wail,verb,2,-1.0,0.0
1392,wallow,wallow,verb,1,-1.0,0.0
1393,wane,wane,verb,1,-1.0,0.0
1394,want,want,verb,2,1.0,0.0
1395,warp,warp,verb,1,-1.0,0.0
1396,waste,wast,verb,1,-1.0,0.0
1397,weaken,weaken,verb,2,-1.0,0.0
1398,weary,weari,verb,1,-1.0,0.0
1399,weep,weep,verb,1,-1.0,0.0
1400,welcome,welcom,anypos,1,1.0,0.0
1401,welcome,welcom,verb,2,1.0,0.0
1402,whimper,whimper,verb,2,-1.0,0.0
1403,whine,whine,anypos,2,-1.0,0.0
1404,whine,whine,verb,2,-1.0,0.0
1405,wilt,wilt,verb,2,-1.0,0.0
1406,wince,winc,verb,2,-1.0,0.0
1407,wish,wish,verb,2,1.0,0.0
1408,withhold,withhold,verb,1,-1.0,0.0
1409,woefully,woefulli,anypos,2,-1.0,0.0
1410,wonder,wonder,anypos,2,1.0,1.0
1411,wonderful,wonder,anypos,2,1.0,1.0
1412,wonderfully,wonder,anypos,2,1.0,1.0
1413,wondrous,wondrous,anypos,2,1.0,1.0
1414,woo,woo,verb,2,1.0,0.0
1415,worn,wear,verb,1,-1.0,0.0
1416,worry,worri,verb,2,-1.0,0.0
1417,worrying,worri,anypos,2,-1.0,0.0
1418,worsening,worsen,anypos,2,-1.0,0.0
1419,worship,worship,verb,1,1.0,0.0
1420,would,would,anypos,1,0.0,0.0
1421,wound,wound,verb,1,-1.0,0.0
1422,wreck,wreck,verb,1,-1.0,0.0
1423,wrest,wr,verb,2,-1.0,1.0
1424,wrestle,wrestl,verb,1,-1.0,1.0
1425,wrong,wrong,anypos,1,-1.0,0.0
1426,wrongly,wrong,anypos,2,-1.0,0.0
1427,yawn,yawn,verb,2,-1.0,0.0
1428,yearn,yearn,verb,2,1.0,0.0
1429,yelp,yelp,verb,2,-1.0,0.0
1430,perpetrate,perpetr,verb,strongsubj_eb,-1.0,1.0
1431,score,score,verb,strongsubj_eb,1.0,0.0
1432,rig,rig,verb,strongsubj_eb,-1.0,1.0
1433,snap,snap,verb,weaksubj_eb,-1.0,0.0
1434,resign,resign,verb,weaksubj_eb,-1.0,0.0
1435,silence,silenc,verb,weaksubj_eb,-1.0,0.0
1436,pivot,pivot,verb,weaksubj_eb,-1.0,0.0
0,took,take,verb,,,1.0
1,make,make,verb,,,1.0
2,made,make,verb,,,1.0
3,plans,plan,verb,,,1.0
4,plan,plan,verb,,,1.0
5,intends,intend,verb,,,1.0
6,decided,decid,verb,,,1.0
7,prepares,prepar,verb,,,1.0
8,slams,slam,verb,1.0,,1.0
9,slammed,slam,verb,1.0,,1.0
10,warns,warn,verb,,,1.0
11,warned,warn,verb,,,1.0
12,reminded,remind,verb,,,1.0
13,urged,urg,verb,,,1.0
14,challenged,challeng,verb,,,1.0
15,pointed,point,verb,,,1.0
16,claim,claim,verb,,-1.0,-1.0
17,promise,promis,verb,1.0,,-1.0
18,promises,promis,verb,1.0,,-1.0
19,promised,promis,verb,1.0,,-1.0
20,appeared,appear,verb,,,-1.0
21,vow,vow,verb,,,-1.0
22,vows,vow,verb,,,-1.0
23,vowed,vow,verb,,,-1.0
24,suggested,suggest,verb,,,-1.0
25,acknowledge,acknowledg,verb,,-1.0,-1.0
26,need,nee,verb,,-1.0,-1.0
27,needs,need,verb,,-1.0,-1.0
28,dug,dig,verb,1.0,-1.0,-1.0
29,tweaks,tweak,verb,,-1.0,
30,postponed,postpon,verb,,-1.0,
31,postpone,postpon,verb,,-1.0,
32,defended,defend,verb,,-1.0,-1.0
33,intended,intend,verb,,-1.0,-1.0
34,intends,intend,verb,,-1.0,-1.0
35,insisted,insist,verb,,-1.0,
36,insists,insist,verb,,-1.0,
37,maintained,maintain,verb,,-1.0,
38,portrayed,portray,verb,,-1.0,
39,hailed,hail,verb,1.0,-1.0,
40,downplays,downplay,verb,1.0,-1.0,
41,downplayed,downplay,verb,1.0,-1.0,
42,glosses,gloss,verb,1.0,-1.0,
43,glossed,gloss,verb,1.0,-1.0,
44,touted,tout,verb,2.0,-1.0,
45,spins,spin,verb,1.0,-1.0,
46,postponed,postpon,verb,0.0,-1.0,
47,foolishly,foolish,adv,2.0,-1.0,
48,conspicuously,conspicu,adv,2.0,-1.0,
49,simply,simpli,adv,2.0,-1.0,
50,presumably,presum,adv,2.0,-1.0,
51,carefully,care,adv,0.0,-1.0,
52,initially,initi,adv,1.0,,
53,last-ditch,last,adv,2.0,-1.0,
54,strongly,strong,adv,2.0,-1.0,
55,combative,combat,adv,2.0,-1.0,
56,face,face,verb,0.0,-1.0,
57,facing,face,verb,0.0,-1.0,
58,draw,draw,verb,0.0,-1.0,
59,drawing,draw,verb,0.0,-1.0,
60,criticism,critic,verb,0.0,-1.0,
61,critics,critic,verb,0.0,-1.0,
62,offers,offer,verb,0.0,1.0,
63,accused,accus,verb,0.0,0.0,1.0
64,won,win,verb,0.0,1.0,1.0
65,jumped,jump,verb,1.0,1.0,
66,whipped,whip,verb,1.0,1.0,
67,energized,energ,verb,1.0,1.0,
68,deport,deport,verb,,-1.0,
69,exasperated,exasper,verb,1.0,-1.0,
70,loomed,loom,verb,1.0,-1.0,
71,reversed,revers,verb,0.0,-1.0,
72,forced,forc,verb,0.0,-1.0,
73,tarnished,tarnish,verb,0.0,-1.0,
74,tarnish,tarnish,verb,0.0,-1.0,
75,flee,flee,verb,0.0,-1.0,
76,lost,lose,verb,0.0,-1.0,
77,lost,lose,verb,0.0,-1.0,
