uniq_idx,error,fold,sentence,bias,lex_bias
53hpo10,tn,0.0,"He joins an already crowded 2016 Republican field, and will likely enlist support from the party's far right wing, where he faces competition from Sen. Ted Cruz (R-Texas), who has positioned himself as a tea party favorite.",0,1
53hpo15,fn,0.0,"He was the longest-serving Arkansas governor, from 1996 to 2007.",1,0
52hpo12,tn,0.0,Some top Democrats called on Mueller to release what his team knows about Trump’s Moscow deal as a matter of public duty.,0,0
52hpo15,tn,0.0,"“We’ve previously known about attempts to develop Trump Tower Moscow and the misrepresentations surrounding those efforts,” Feinstein said.",0,0
3hpo6,tn,0.0,"Summers himself, downplayed the significance of continuing the Bush tax cuts back in September -- though he was speaking, then, about the rates for the rich and the tax cut deal, at that point in time, did not include money for a 13-month extension of unemployment insurance or other tax incentives to help lower income workers.",0,0
66nyt1,tn,0.0,"It is the broadest federal rule change to come out of the landmark Supreme Court decision in June that struck down the 1996 Defense of Marriage Act, and a sign of how quickly the government is moving to treat gay couples in the same way that it does straight couples.",0,0
66nyt2,tn,0.0,"The June decision found that same-sex couples were entitled to federal benefits, but left open the question of how Washington would actually administer them.",0,0
66nyt7,tn,0.0,"“Today’s ruling provides certainty and clear, coherent tax-filing guidance for all legally married same-sex couples nationwide,” Treasury Secretary Jacob J. Lew said.",0,0
66nyt13,fp,0.0,"Couples with similar incomes often pay the “marriage penalty,” with their tax liability as a couple being much higher than it would be if they were single.",0,0
66nyt23,tn,0.0,"“These state taxing authorities will have to figure out how to deal with a same-sex married couple who file a joint income tax return for federal tax purposes.” He added,",0,0
66nyt25,tn,0.0,"The rule change is likely to provide a small increase for federal revenue, as more same-sex couples pay the marriage penalty, Mr. Williams said, describing it as a “rounding error.”",0,0
67nyt0,tn,0.0,"WASHINGTON — AARP, the powerful lobby for older Americans that has been seen as one of the leading opponents of Social Security benefit cuts, said on Friday that it was open to modest reductions in benefits for future recipients.",0,1
67nyt19,tn,0.0,Mr. Rother said AARP expected to hear criticism from some of its members over its position on possible cuts.,0,0
62fox37,tn,0.0,"""In addition we only ever comply with orders for requests about specific accounts or identifiers,"" the spokesperson said.",0,0
63fox12,tn,0.0,"“And when your son looks at you and says: ‘Momma, look you won. Bullies don’t win.’ ",0,0
83nyt2,tn,0.0,“President Obama and the Democrats have had their chance and they have failed.,0,0
83nyt19,tn,0.0,"For his part, Mr. Boehner has remained firm that he wanted to get it done quickly and minimize disruption.",0,0
83nyt22,fn,0.0,Some lawmakers questioned whether his run was really a quest to win the majority leader’s post or merely to raise his own profile.,1,0
82nyt8,tn,0.0,"“I’ve been by Mike’s side for 19 years, and I’ve never met Donald Trump,” said Kevin Sheekey, an adviser to Mr. Bloomberg, underscoring the extent to which the men were not close.",0,0
82nyt14,fn,0.0,"“How about the mayor starts it off in honor of the city?” Mr. Trump was quoted as saying, playing peacemaker and showing deference to Mr. Bloomberg.",1,0
86fox3,tn,0.0,"He will be great!""",0,0
86fox24,tp,0.0,"""If anybody but your favorite President, Donald J. Trump, announced that, after decimating ISIS in Syria, we were going to bring our troops back home (happy & healthy), that person would be the most popular hero in America,"" he continued in a follow-up tweet. ",1,0
10nyt12,tn,0.0,He added: “I think it is important that we send a message to people at home that the constitution is an important document.”,0,0
10nyt17,tn,0.0,"According to the Office of the Historian of the House of Representatives, the only two prior instances in which a full or partial text of the Constitution was inserted into the Congressional Record was in 1882, when Roswell Flower of New York “appended” a text of the Constitution — minus the amendments — into the record, and in 1915, when Thomas Reilly of Connecticut inserted the full text of the Constitution into the Congressional Record as an extension of his remarks.",0,0
14fox9,tn,0.0,"Holder also described how once, while living in the Georgetown neighborhood of Washington, he was running to catch a movie with his cousin when a squad car rolled up and flashed its lights at the pair.",0,0
14fox12,tn,0.0,"""We negotiate the whole thing, and we walk to our movie.",0,0
9nyt24,tn,0.0,Mr. Jordan said the president has already “been clear he is going to ask Mr. Putin some tough questions.”,0,0
25hpo18,tn,0.0,"The White House has fought against the bill for months, to no avail.",0,0
58nyt1,tn,0.0,"But the proposal, which Mr. Trump unveiled in a 13-minute address from the White House, appeared dead on arrival in the Capitol.",0,0
58nyt17,tn,0.0,The speech was the second time during the shutdown that the president addressed the nation about the immigration crisis.,0,0
58nyt44,tn,0.0,"Mr. McConnell — who has insisted he will not put any legislation on the floor unless the president will sign it — spoke to Mr. Trump, Mr. Kushner and Mr. Pence on Thursday night about finding a way forward.",0,0
82hpo10,fn,0.0,The real-estate developer also reacts defensively when his success is questioned.,1,0
83hpo8,tn,0.0,Eric is a good friend and I have tremendous respect for him.,0,0
83hpo15,tn,0.0,Rep. Jeb Hensarling (R-Texas) was considered a front-runner to challenge McCarthy.,0,0
83hpo25,tn,0.0,"A Labrador bid helps all parties regardless of the outcome -- including Labrador himself, since a run will elevate him as a leader inside the House GOP.",0,0
83hpo34,tn,0.0,"I think Raul brings that,"" Paul told reporters, according to the Spokesman-Review.",0,0
68fox2,tp,0.0,"""We are disappointed by the government's decision, but hardly surprised,"" said the statement from Grimm's attorney, William McGinley.",1,0
10hpo2,tn,0.0,Republicans have made strict adherence to the Constitution a key tenet of their effort to reduce the size of the federal government.,0,0
21fox7,tn,0.0,The lawsuit says Colorado marijuana flows into neighboring states undermining their efforts to enforce their anti-marijuana laws.,0,0
21fox9,tp,0.0,"""While Colorado reaps millions from the sale of pot, Nebraska taxpayers have to bear the cost.""",1,0
20fox3,tn,0.0,"“I have tremendous respect for Iowa farmers and appreciate how important they are to our state, and I’m grateful to have the support of hundreds of farmers across Iowa,” he said.",0,0
20fox7,fp,0.0,"“To put this in stark contrast, if you help me win this race you may have someone with your background, your experience, your voice, someone who’s been literally fighting tort reform for thirty years, in a visible or public way, on the Senate Judiciary Committee,” he said.",0,0
25nyt3,fp,0.0,"But their efforts, which come after both chambers overwhelmingly passed the bill, are almost certain to be futile, and members of both parties have vowed to override the bill.",0,0
24nyt15,tn,0.0,"In a brief interview later, Mr. Stone said he will plead not guilty, and people close to him have predicted that Mr. Trump could pardon Mr. Stone should he be convicted of any of the charges.",0,0
24nyt31,tn,0.0,"Still, it was revealed last year that, in the weeks before the election, Mr. Stone was messaging on Twitter with Guccifer 2.0, a pseudonym used by one or more operatives in the Russian intelligence scheme to steal the emails and funnel them to WikiLeaks.",0,0
59hpo3,tn,0.0,"""The President and Speaker had a frank meeting in the Oval Office tonight,"" said the statements.",0,0
56fox5,tp,0.0,The four-term New York senator and the dozens of other Democrats who initially voted Friday to block the spending bill had been lauded by their progressive base even as nearly 1 million federal workers were furloughed without pay.,1,0
56fox15,tn,0.0,"Members of the “No, DREAM, No Deal” began stepping up their calls for Schumer and others to “stand strong” Sunday night, when Senate Majority Leader Mitch McConnell, R-Ky., suggested a compromise had been reached, without offering any solid commitment.",0,0
56fox22,tn,0.0,"“Enough is enough,” said Lorella Praeli, director of immigration policy and campaigns at the American Civil Liberties Union.",0,0
56fox28,tn,0.0,"The Dems have just learned that a Shutdown is not the answer!"" he said.",0,0
57fox0,tp,0.0,"Supreme Court Justice Ruth Bader Ginsburg faced a growing and bipartisan backlash Wednesday -- including a call from Donald Trump to resign -- as she doubled down on her criticism of the presumptive GOP nominee, calling him a “faker” who is unqualified to be president.",1,1
57fox14,tn,0.0,"The press seems to be very gentle with him on that,"" she said.",0,0
57fox19,fn,0.0,Senate Majority Leader Mitch McConnell said Tuesday Ginsburg’s comments were “totally inappropriate.”,1,0
52nyt24,tn,0.0,"“There was a good chance that I wouldn’t have won, in which case I would have gotten back into the business, and why should I lose lots of opportunities?” he told reporters.",0,0
52nyt29,tn,0.0,"But he corrected himself during subsequent interviews and proved credible, the special counsel’s office said in a December sentencing memo.",0,0
52nyt31,tn,0.0,"Subsequently, he took care “not to overstate his knowledge or the role of others in the conduct under investigation” and provided “useful information” about his contacts with “persons connected to the White House” in 2017 and 2018, the special counsel’s filing said.",0,0
7fox10,fp,0.0,"""He's getting into conspiracy land and he's acting like an Oliver Stone type figure.",0,0
7fox21,tn,0.0,Schiff on Monday signed a letter with his fellow House committee chairs demanding the full Mueller report by April 2.,0,0
6fox28,tn,0.0,"However, the poll showed that 64 percent think it would be wrong to build it, regardless of whether the developers are within their right to do so.",0,0
2nyt28,tn,0.0,"The House Judiciary Committee announced Friday that it would investigate the president’s emergency claim, while House Democrats plan to introduce legislation to block it.",0,0
67hpo7,tn,0.0,"""The reality is, we have more people older and who are living longer, so we need to make changes.",0,0
67hpo9,tn,0.0,"And we're certainly willing to talk about a package of changes that will keep Social Security strong.""",0,0
67hpo29,tn,0.0,"Rother's thinking, according to the paper, is that tax increases alone can't keep the program's $2.6 trillion trust fund from running out of money, so benefit cuts must be included as well.",0,0
67hpo35,tn,0.0,"The problem with plans to hike taxes is that they're politically unfeasible because of congressional Republicans' adamant opposition to any sort of tax increase, much less a tax increase not accompanied by a spending cut.",0,1
89nyt14,fn,0.0,"Marc Benioff, the chief executive officer of Salesforce.com, said on Thursday that his company would halt all corporate travel to Indiana.",1,0
88nyt14,tn,0.0,"Among the Republicans vying to succeed Ms. Brewer, who cannot run for re-election because of term limits, there was broad consensus against the measure, which would expand the state’s definition of “exercise of religion” to protect businesses and citizens from lawsuits after denying services on religious grounds.",0,0
74fox10,fn,0.0,Republicans called the bill a Democratic power grab that amounts to a federal takeover of elections.,1,0
70nyt13,tn,0.0,"He got started right away with rolling back the policies of his predecessor, former President Barack Obama, by issuing orders freezing new regulations from recent weeks and ordering agencies to “ease the burden” of the Affordable Care Act during the transition from repealing to replacing the law.",0,0
70nyt33,tn,0.0,"But the lingering animosity from the presidential campaign was on display, too.",0,0
70nyt55,tn,0.0,"He and Mrs. Trump, a former model from Slovenia who became the first foreign-born first lady since John Quincy Adams’s wife, Louisa, started the day with a service at St. John’s Episcopal Church adjacent to Lafayette Square, then joined the Obamas, Bidens and Pences for coffee at the White House.",0,0
70nyt57,tn,0.0,"Former President George Bush remained hospitalized in Houston, recovering from pneumonia, but a spokesman said he watched the ceremony on television.",0,0
70nyt61,tn,0.0,"Also there was Barron, his 10-year-old son with the first lady.",0,0
38nyt3,fn,0.0,"But while Ms. Pelosi won, 134 to 63, Mr. Ryan’s significant share of the total served as a measure of internal discontent and in some ways a repudiation of Ms. Pelosi’s leadership.",1,0
38nyt6,fn,0.0,"For years, support for Ms. Pelosi has run so deep that few would even consider challenging her.",1,0
38nyt18,tn,0.0,"After a dismal Election Day for Democrats, the fight for Ms. Pelosi’s post had become a proxy battle for the future of the party, with House Democrats agonizing over how to reconnect with the working-class voters who abandoned them.",0,0
44hpo8,tp,0.0,"""That that is just outrageous talk,"" Boehner said.",1,0
44hpo9,fn,0.0,"""They’re trying to make this election, as I said earlier, about anything other than the president’s failed economic policies.",1,0
45hpo3,tn,0.0,He faces up to 48 years in prison.,0,0
33hpo13,tn,0.0,"""As many of you know, one of my daughters is gay and it is something we have lived with for a long time in our family.",0,0
90fox6,tn,0.0,"Rice's statements were among the Obama administration's toughest on Netanyahu's speech, set for March 3.",0,0
90fox15,tn,0.0,Israeli officials warned this week that such a deal would allow Iran to become a nuclear threshold state.,0,0
91fox11,tn,0.0,"The plan, though, does call for a range of measures to improve access to mental health services and improve safety at America's schools.",0,0
91fox14,tn,0.0,Plus Obama is nominating ATF Acting Director Todd Jones to officially lead the agency,0,0
91fox27,tn,0.0,Some local officials have vowed to resist federal action.,0,1
94nyt21,tn,0.0,"Despite the swirl of events that has buffeted him for several days, Mr. Weiner has not abandoned his sharp humor.",0,0
95NYT2,tn,0.0,"But they noticed that among the 15,000 documents they examined, there were no emails to or from an official departmental account for Mrs. Clinton.",0,0
95NYT25,tn,0.0,"It can be personal data, like Social Security numbers, or information on matters that other countries consider classified or important to their national security.",0,0
32nyt6,tn,0.0,"On Wednesday, Mr. Cruz repeatedly quoted from the movie “The American President” to defend his wife, as she held an event and faced questions about Mr. Trump’s threats.",0,0
33nyt11,tn,0.0,"In an e-mail, Mary Cheney declined to comment further on her sister’s position, saying she would let her Facebook post speak for itself.",0,0
37fox4,tn,0.0,"""This is America's war.",0,0
37fox5,tn,0.0,"It's not Obama's war.""",0,0
95HPO10,tn,0.0,"While on Mitchell's show, McCain also raised the concern that there's no way of knowing if all of Clinton's emails have been saved, since they were not originally retained by the government.",0,0
94hpo13,tn,0.0,"He insisted that he wanted to move on from the incident, which was distracting from his work on Capitol Hill.",0,0
94hpo18,tn,0.0,"I'm going to get back to the conversation I care about.""",0,0
71hpo2,tn,0.0,"Bachmann asked her followers on what became an unofficial ""Chick-fil-A Appreciation Day.""",0,0
39hpo5,tn,0.0,"That judges do not, as Chief Justice John Roberts once famously said, only call “balls and strikes.”",0,0
39hpo25,tn,0.0,"Responding to Gorsuch’s stated belief that justices have no partisan leanings, Sen. Al Franken (D-Minn.) explained, “And you know, you said earlier, there are no Democratic judges, there are no Republican judges.",0,0
39hpo27,fn,0.0,That’s what it was about.”,1,0
45nyt0,tn,0.0,"Federal authorities made an arrest on Friday in connection with the nationwide bombing campaign against outspoken critics of President Trump, a significant breakthrough in a case that has gripped the country in the days leading up to the midterm elections.",0,0
45nyt5,tn,0.0,The records listed Mr. Sayoc’s occupation as “manager.”,0,0
45nyt8,tn,0.0,“Has no furniture.”,0,0
45nyt15,tn,0.0,"Sometimes the door would be ajar or a window would be open, which indicated to me that maybe somebody was living in the van.”",0,0
45nyt32,tn,0.0,"All together, 12 crude explosive devices have been found since Monday, sent through the mail to a host of Democrats and other prominent figures who have been among Mr. Trump’s most vocal detractors. ",0,0
40fox4,fn,0.0,He chuckled and smirked through many of Ryan's responses.,1,0
40fox13,tn,0.0,"""This is not what a real recovery looks like,"" Ryan said.",0,0
40fox19,tn,0.0,Ryan opened the debate with tough criticism of the Obama administration over its handling of the Libya terror attack.,0,0
73fox0,tn,0.0,"Democratic Attorney General Richard Blumenthal, once thought to be a shoo-in for the seat being vacated by Sen. Chris Dodd, D-CT, finds himself on the political ropes after a newspaper exposed a past incorrect statement regarding his service in Vietnam, and Republicans smell an opening.",0,0
98hpo8,tn,0.0,Immigration activists have targeted McCarthy specifically due to his high rank in the House GOP.,0,0
77nyt1,tn,0.0,"Mr. Trump and his allies seized on the texts — exchanged during the 2016 campaign with a former F.B.I. lawyer, Lisa Page — in assailing the Russia investigation as an illegitimate “witch hunt.” ",0,0
77nyt3,tn,0.0,"Along with writing the texts, Mr. Strzok was accused of sending a highly sensitive search warrant to his personal email account.",0,0
77nyt4,tn,0.0,"The F.B.I. had been under immense political pressure by Mr. Trump to dismiss Mr. Strzok, who was removed last summer from the staff of the special counsel, Robert S. Mueller III. ",0,0
77nyt25,fp,0.0,Mr. Strzok became emblematic of Mr. Trump’s unfounded assertions that a so-called deep state of bureaucrats opposed to him was undermining his presidency. ,0,1
77nyt45,tn,0.0,"The firing was politically motivated, Mr. McCabe has said, as an effort to discredit him as a witness in the special counsel investigation.",0,0
99hpo7,tn,0.0,"“And if I did” spend campaign funds improperly, he said, “it was an accident and I paid it back.”",0,0
99hpo17,tn,0.0,"“The Republicans left in California are pretty well-liked by their constituents,” he said.",0,0
43hpo13,tn,0.0,"In a speech in Jakarta last year, Obama remarked that the American ""motto is E pluribus unum -- out of many, one.""",0,0
43hpo15,tn,0.0,"Minnesota congresswoman and now-GOP presidential candidate Michele Bachmann and other members of the Congressional Prayer Caucus piled on weeks later, penning a letter to Obama chastising him for his alleged failure to the use the word ""God"" and ""Creator"" more in his public speeches, especially abroad.",0,0
42HPO16,fp,0.0,"""It's unfounded, but people are running with these accusations like they are true,"" he said.",0,0
48nyt14,tp,0.0,“His conduct is unbecoming of a member of Congress.”,1,0
97fox4,tn,0.0,"The campaign and the state party intend to cooperate with the U.S. Attorney's office and the state legislative committee and will respond to the subpoenas accordingly.""",0,0
93nyt21,tn,0.0,"Besides the royalties from his books and his speaking fees, Mr. Clinton earned nearly $20 million between 2011 and 2014 for advising or consulting companies.",0,0
93nyt22,tn,0.0,"“We’ve come a long way from my days going door to door for the Children’s Defense Fund and earning $16,450 as a young law professor in Arkansas — and we owe it to the opportunities America provides,” Mrs. Clinton said in her statement.",0,0
92nyt17,tn,0.0,"The June 25 special election would be Mr. Brown’s third statewide Senate race in three years, starting with his win in a special election in January 2010 to finish Senator Edward M. Kennedy’s term.",0,0
92nyt20,tn,0.0,"Several Democrats, including Mr. Kerry, have closed ranks behind him in the hopes of discouraging anyone else from getting in and avoiding a bruising primary.",0,0
92nyt24,tn,0.0,"“He’s cool,” Lt. Gov. Timothy Murray said of Mr. Cowan. “Tom Brady, George Clooney, James Bond and the president have nothing on Mo.”",0,0
35nyt23,tn,0.0,"Mr. LePage’s six years in office here, which began as part of the Tea Party sweep in 2010, have been marked by controversy.",0,0
30fox2,tn,0.0,"Members of Congress are calling her evasive, and question why she didn't reveal the program sooner -- plus her history at the Federal Elections Commission is coming under scrutiny.",0,1
30fox9,tn,0.0,"She said: ""Well there's a questionnaire that began this discussion and there's also a questionnaire out there that is seeking info from 501 c3,4,5 organizations.""",0,0
30fox13,tn,0.0,"Under her direction, the FEC undertook the largest enforcement action in its history -- suing the Christian Coalition for violating campaign laws.",0,0
30fox18,fn,0.0,"""She was in effect being promoted for what she had done at the Federal Election Commission and now was going to be expected ... to replicate that at the IRS and now we know that's exactly what happened,"" he said.",1,0
30fox22,tn,0.0,"""I have not broken any laws. I have not violated any IRS rules or regulations, and I have not provided false information to this or any other congressional committee.""",0,0
79fox0,tn,0.0,Lawmakers at the scene of Wednesday’s baseball practice shooting described themselves as “sitting ducks” and said the violence would have been a “massacre” if not for Majority Whip Steve Scalise's detail -- spurring new questions over whether congressional security practices should be overhauled.,0,0
79fox3,tn,0.0,"The Congressman will require additional operations, and will be in the hospital for some time.""",0,0
79fox5,tn,0.0,His detail was credited with putting down the attacker and saving lives.,0,0
79fox10,tn,0.0,"“Forty guys get together at the same time, that would be a major security event normally, but I think we got a little excited and didn’t think things through as well as we could have.”",0,0
